review_id,question_id,claim_id,evidence_id,question,claim_text,evidence_text,doc_id,page_num,machine_grade,machine_confidence,issue_type,review_question,machine_rationale,human_grade,human_covered_claims,human_decision,human_notes,adjudicator,adjudicated_grade,adjudication_notes
R00143,Q026,Q026-C32,,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo se triplica si esa familiar fue diagnosticada con cáncer de mama antes de la menopausia.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,reject,reject. El claim no responde a la pregunta,,,
R00144,Q026,Q026-C32,Q026-E0087,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo se triplica si esa familiar fue diagnosticada con cáncer de mama antes de la menopausia.,l poderse producir una menopausia precoz y con ello una esterilidad2. Para las pacientes LSV de cáncer de mama es prioritario evitar y/o reducir el riesgo de secuelas y complicaciones derivadas del diagnóstico y del tratamiento.,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,6,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7143; text_verified_in=DB_snapshot,0,,reject,La evidencia no soporta el claim.,,,
R00145,Q028,Q028-C01,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00146,Q028,Q028-C01,Q028-E0028,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,"nically meaningful benefit in radiological PFS in men with BRCA1, BRCA2, or ATM mutations in metastatic castration-resistant prostate cancer, and in PFS as maintenance therapy in pancreatic cancer following platinum-based chemotherapy regimen. Nonetheless, indications for each agent will continue to evolve in keeping with upcoming and ongoing clinical trials. Management of women with familial risk and no germline mutation For those women with a positive family history of BC and no mutation in a high/moderate penetrance gene, BC risk can be estimated by predictive models, such as BOADICEA or Tyrer-Cuzyck.",mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,6,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7273; text_verified_in=DB_snapshot,2,Q028-C01,uncertain,La evidencia es inconclusa. Hace falta revisarla,,,
R00147,Q028,Q028-C01,Q028-E0032,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,Survival after bilateral riskreducing mastectomy in healthy BRCA1 and BRCA2 mutation carriers. Breast Cancer Res Treat.,mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,8,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7273; text_verified_in=DB_snapshot,0,,reject,La evidencia no soporta el claim.,,,
R00148,Q028,Q028-C01,Q028-E0060,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,"Hereditary ≥ 3 cases in the same family, PCa in three successive generations, or ≥ 2 cases in the same family diagnosed < 55 yrs. 3.2.1.b Germline mutations Pathogenic germline mutations in the BRCA2 and HOXB13 genes, but also in the genes CHEK2, BRCA1, ATM, NBS1, and genes involved in Lynch syndrome, have been suggested to increase the risk of PCa [5].",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,5,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7273; text_verified_in=DB_snapshot,0,,reject,La evidencia no soporta el claim. La evidencia habla sobre cáncer de próstata y el claim sobre cáncer de mama. No hay relación entre ambos.,,,
R00149,Q028,Q028-C02,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"Most breast and ovarian cancers are sporadic, while hereditary predisposition accounts for 10–15% of the cases, principally with respect to germline mutations in high penetrance BRCA1/2 genes.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00150,Q028,Q028-C03,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"Cumulative BC risk for BRCA1 and BRCA2 mutation carriers at 70 years of age is about 57%, respectively, while cumulative OC risk is approximately 40% for BRCA1 and 18% for BRCA2 muta tion carriers",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00151,Q028,Q028-C04,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC).",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00152,Q028,Q028-C04,Q028-E0076,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC).","BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC) [7 ].",mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,3,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q028-C04,accept,La evidencia si apoya el claim.,,,
R00153,Q028,Q028-C04,Q028-E0077,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC).","BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC) [7 ].",mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,3,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q028-C04,accept,La evidencia si apoya el claim.,,,
R00154,Q028,Q028-C05,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,se cree que más del 90% de los cánceres hereditarios de mama y ovario se deben a una mutación del gen BRCA1 o BRCA2.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00155,Q028,Q028-C05,Q028-E0042,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,se cree que más del 90% de los cánceres hereditarios de mama y ovario se deben a una mutación del gen BRCA1 o BRCA2.,"Grupos de población especiales Pacientes con mutaciones del gen BRCA Debido a su mayor riesgo de desarrollar cáncer de mama, a las mujeres portadoras de una mutación del gen BRCA1 o BRCA2 se les puede ofrecer una mastectomía bilateral preventiva con reconstrucción mamaria y una salpingooforectomía bilateral. Después de una mastectomía bilateral, el riesgo de cáncer de mama en estas pacientes se reduce en un 90-95% (Cardoso et al. 2018).",mama_es_esmo_guia-para-pacientes_v1,34,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7273; text_verified_in=DB_snapshot,2,Q028-C05,accept,Soporta el claim de manera parcial.,,,
R00156,Q028,Q028-C06,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"BRCA1: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00157,Q028,Q028-C07,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"BRCA2: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00158,Q028,Q028-C08,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,La mayor parte de los cánceres de mama hereditarios ocurren en los genes BRCA 1 y 2.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00159,Q028,Q028-C09,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"[...] Existen otros genes como PALB2, TP53, CDH1, PTEN, ATM o CHEK2 que también aumentan la probabilidad de padecer un cáncer de mama a lo largo de la vida.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00160,Q028,Q028-C10,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,BRCA and BRCA2 are high-penetrance cancer susceptibility genes [...] mutated in 5% of unselected BC patients.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00161,Q028,Q028-C10,Q028-E0033,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,BRCA and BRCA2 are high-penetrance cancer susceptibility genes [...] mutated in 5% of unselected BC patients.,Genetic testing and BRCA‑associated disease BRCA and BRCA2 are high-penetrance cancer susceptibility genes involved in homologous recombination DNA repair that are mutated in 5% of unselected BC patients [46].,mama_en_seom-geicam-solti_clinical-guidelines_2022,9,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=DB_snapshot,3,Q028-C10,accept,La evidencia soporta el claim.,,,
R00162,Q028,Q028-C10,Q028-E0034,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,BRCA and BRCA2 are high-penetrance cancer susceptibility genes [...] mutated in 5% of unselected BC patients.,"2 are high-penetrance cancer susceptibility genes involved in homologous recombination DNA repair that are mutated in 5% of unselected BC patients [46]. In addition to cancer family history and single personal criteria related to early onset or phenotype, testing criteria for BRCA1 and BRCA2 genes have been expanded over time to optimize identification of putative patients who might benefit from active therapies that create DNA double-strand breaks or stalled replication forks, such as the platinum salts or PARPi.",mama_en_seom-geicam-solti_clinical-guidelines_2022,9,3,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=0.8889; text_verified_in=DB_snapshot,3,Q028-C10,accept,La evidencia soporta el claim.,,,
R00163,Q028,Q028-C11,,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"[...] incidence can be higher among males with either genetic disorders or germline mutations in cancer susceptibility genes (BRCA2, CHEK2, ATM and PALB2)",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q028_E01;Q028_E02;Q028_E03;Q028_E04;Q028_E05;Q028_E06;Q028_E07,,,accept,keep,,,
R00164,Q028,Q028-C11,Q028-E0035,¿Cuáles son las mutaciones genéticas más frecuentes en cáncer de mama y ovario hereditario?,"[...] incidence can be higher among males with either genetic disorders or germline mutations in cancer susceptibility genes (BRCA2, CHEK2, ATM and PALB2)","However, its incidence can be higher among males with either genetic disorders or germline mutations in cancer susceptibility genes (BRCA2, CHEK2, ATM and PALB2) regardless of family history [57].",mama_en_seom-geicam-solti_clinical-guidelines_2022,11,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=DB_snapshot,3,Q028-C11,accept,La evidencia soporta el claim.,,,
R00165,Q030,Q030-C03,Q030-E0048,¿Qué es la disnea?,"síntomas de la anemia dependerán de su grado (cansancio o astenia, palidez de las mucosas, fatiga o disnea...)","T oxicidad por quimioterapia38 anemia dependerán de su grado (cansancio o astenia, palidez de las muco- sas, fatiga o disnea...",general_es_gepac_guia-toxicidad-quimioterapia_v1,40,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=PDF,3,Q030-C03,accept,La evidencia soporta el claim.,,,
R00166,Q031,Q031-C02,Q031-E0026,¿Qué es la proteinuria?,Puede indicar disfunción renal,"Puede indicar disfunción renal PRURITO Picazón severa en la piel QUIMIOTERAPIA Tipo de tratamiento del cáncer con un medicamento que mata las células cancerosas al dañarlas, de manera que no se puedan reproducir y diseminar QUINASAS DEPENDIENTES DE LA CICLINA 4/6 (CDK4/6) Enzimas que impulsan la proliferación celular RADIACIÓN IONIZANTE Tipo de partícula u onda electromagnética que tiene suficiente energía para ionizar o eliminar electrones de un átomo (por ejemplo, rayos X ) RADIOEMBOLIZACIÓN Tipo de radioterapia interna que se usa para tratar las metástasis hepáticas.",mama_es_esmo_guia-para-pacientes_v1,72,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,3,Q031-C02,accept,La evidencia soporta el claim.,,,
